residence,developer,address,class,year,price,area,rooms,minutesToCityCenter,crimeRateInDistrict,district
ЖК Taryan Towers,Taryan Group,"вул. Іоанна Павла ІІ (Патріса Лумумби), 12",преміум,2023,21328000,124,3,48,2537,Печерський р-н
ЖК Taryan Towers,Taryan Group,"вул. Іоанна Павла ІІ (Патріса Лумумби), 12",преміум,2023,21844000,127,3,48,2537,Печерський р-н
ЖК Taryan Towers,Taryan Group,"вул. Іоанна Павла ІІ (Патріса Лумумби), 12",преміум,2023,19930500,129,3,48,2537,Печерський р-н
ЖК Нова Англія,Royal House,"вул. Михайла Максимовича (Трутенка), 24",комфорт,2023.75,1342700,29,1,112,2317,Голосіївський р-н
ЖК Нова Англія,Royal House,"вул. Михайла Максимовича (Трутенка), 24",комфорт,2023.75,1898300,41,1,112,2317,Голосіївський р-н
ЖК Нова Англія,Royal House,"вул. Михайла Максимовича (Трутенка), 24",комфорт,2023.75,1898300,41,1,112,2317,Голосіївський р-н
ЖК Нова Англія,Royal House,"вул. Михайла Максимовича (Трутенка), 24",комфорт,2023.75,2986500,60,2,112,2317,Голосіївський р-н
ЖК Orange City,GEOS,"Лисогірський узвіз, 26а",комфорт,2024,1206500,38,1,104,2317,Голосіївський р-н
ЖК Orange City,GEOS,"Лисогірський узвіз, 26а",комфорт,2024,1238250,39,1,104,2317,Голосіївський р-н
ЖК Orange City,GEOS,"Лисогірський узвіз, 26а",комфорт,2024,1238250,39,1,104,2317,Голосіївський р-н
ЖК Orange City,GEOS,"Лисогірський узвіз, 26а",комфорт,2024,1333500,42,1,104,2317,Голосіївський р-н
ЖК Orange City,GEOS,"Лисогірський узвіз, 26а",комфорт,2024,1333500,42,1,104,2317,Голосіївський р-н
ЖК Orange City,GEOS,"Лисогірський узвіз, 26а",комфорт,2024,1333500,42,1,104,2317,Голосіївський р-н
ЖК Orange City,GEOS,"Лисогірський узвіз, 26а",комфорт,2024,1333500,42,1,104,2317,Голосіївський р-н
ЖК Orange City,GEOS,"Лисогірський узвіз, 26а",комфорт,2024,1397000,44,1,104,2317,Голосіївський р-н
ЖК Orange City,GEOS,"Лисогірський узвіз, 26а",комфорт,2024,1428750,45,1,104,2317,Голосіївський р-н
ЖК Orange City,GEOS,"Лисогірський узвіз, 26а",комфорт,2024,1752750,57,2,104,2317,Голосіївський р-н
ЖК Причал 8,Інтергал-Буд,"вул. Канальна, 8",комфорт,2023.5,,45,1,175,2999,Дарницький р-н
ЖК Причал 8,Інтергал-Буд,"вул. Канальна, 8",комфорт,2023.5,,46,1,175,2999,Дарницький р-н
ЖК Причал 8,Інтергал-Буд,"вул. Канальна, 8",комфорт,2023.5,2018250,46,1,175,2999,Дарницький р-н
ЖК Причал 8,Інтергал-Буд,"вул. Канальна, 8",комфорт,2023.5,2062125,47,1,175,2999,Дарницький р-н
ЖК Причал 8,Інтергал-Буд,"вул. Канальна, 8",комфорт,2023.5,2018250,46,1,175,2999,Дарницький р-н
ЖК Причал 8,Інтергал-Буд,"вул. Канальна, 8",комфорт,2023.5,2149875,49,1,175,2999,Дарницький р-н
ЖК Причал 8,Інтергал-Буд,"вул. Канальна, 8",комфорт,2023.5,2237625,51,1,175,2999,Дарницький р-н
ЖК Причал 8,Інтергал-Буд,"вул. Канальна, 8",комфорт,2023.5,2325375,53,1,175,2999,Дарницький р-н
ЖК Причал 8,Інтергал-Буд,"вул. Канальна, 8",комфорт,2023.5,2814500,65,2,175,2999,Дарницький р-н
ЖК Причал 8,Інтергал-Буд,"вул. Канальна, 8",комфорт,2023.5,,65,2,175,2999,Дарницький р-н
ЖК Life Story,LEV Development,"вул. Метрологічна, 13, 13а, 15, 15а",бізнес,2024,2158025,37,1,176,2317,Голосіївський р-н
ЖК Life Story,LEV Development,"вул. Метрологічна, 13, 13а, 15, 15а",бізнес,2024,2507975,43,1,176,2317,Голосіївський р-н
ЖК Life Story,LEV Development,"вул. Метрологічна, 13, 13а, 15, 15а",бізнес,2024,2566300,44,1,176,2317,Голосіївський р-н
ЖК Life Story,LEV Development,"вул. Метрологічна, 13, 13а, 15, 15а",бізнес,2024,2682950,46,1,176,2317,Голосіївський р-н
ЖК Life Story,LEV Development,"вул. Метрологічна, 13, 13а, 15, 15а",бізнес,2024,2799600,48,1,176,2317,Голосіївський р-н
ЖК Life Story,LEV Development,"вул. Метрологічна, 13, 13а, 15, 15а",бізнес,2024,2857925,49,1,176,2317,Голосіївський р-н
ЖК Life Story,LEV Development,"вул. Метрологічна, 13, 13а, 15, 15а",бізнес,2024,2857925,49,1,176,2317,Голосіївський р-н
ЖК Life Story,LEV Development,"вул. Метрологічна, 13, 13а, 15, 15а",бізнес,2024,3324525,57,1,176,2317,Голосіївський р-н
ЖК Life Story,LEV Development,"вул. Метрологічна, 13, 13а, 15, 15а",бізнес,2024,3441175,59,1,176,2317,Голосіївський р-н
ЖК Life Story,LEV Development,"вул. Метрологічна, 13, 13а, 15, 15а",бізнес,2024,3791125,65,1,176,2317,Голосіївський р-н
ЖК Standard One Obolon,KDD Ukraine,"просп. Оболонський, 18",комфорт,2025,2749750,34,1,106,3524,Оболонський р-н
ЖК Standard One Obolon,KDD Ukraine,"просп. Оболонський, 18",комфорт,2025,2749750,34,1,106,3524,Оболонський р-н
ЖК Standard One Obolon,KDD Ukraine,"просп. Оболонський, 18",комфорт,2025,2749750,34,1,106,3524,Оболонський р-н
ЖК Standard One Obolon,KDD Ukraine,"просп. Оболонський, 18",комфорт,2025,2749750,34,1,106,3524,Оболонський р-н
ЖК Standard One Obolon,KDD Ukraine,"просп. Оболонський, 18",комфорт,2025,2830625,35,1,106,3524,Оболонський р-н
ЖК Standard One Obolon,KDD Ukraine,"просп. Оболонський, 18",комфорт,2025,2911500,36,1,106,3524,Оболонський р-н
ЖК Standard One Obolon,KDD Ukraine,"просп. Оболонський, 18",комфорт,2025,3315875,41,1,106,3524,Оболонський р-н
ЖК Standard One Obolon,KDD Ukraine,"просп. Оболонський, 18",комфорт,2025,3882000,48,2,106,3524,Оболонський р-н
ЖК Standard One Obolon,KDD Ukraine,"просп. Оболонський, 18",комфорт,2025,3962875,49,2,106,3524,Оболонський р-н
ЖК Standard One Obolon,KDD Ukraine,"просп. Оболонський, 18",комфорт,2025,4286375,53,2,106,3524,Оболонський р-н
ЖК Great,,Дніпровська набережна,комфорт,2023,2316100,46,1,120,2999,Дарницький р-н
ЖК Great,,Дніпровська набережна,комфорт,2023,2265750,45,1,120,2999,Дарницький р-н
ЖК Great,,Дніпровська набережна,комфорт,2023,2467150,49,1,120,2999,Дарницький р-н
ЖК Great,,Дніпровська набережна,комфорт,2023,2467150,49,1,120,2999,Дарницький р-н
ЖК Great,,Дніпровська набережна,комфорт,2023,2920300,58,1,120,2999,Дарницький р-н
ЖК Great,,Дніпровська набережна,комфорт,2023,2869950,57,1,120,2999,Дарницький р-н
ЖК Great,,Дніпровська набережна,комфорт,2023,3179000,68,2,120,2999,Дарницький р-н
ЖК Great,,Дніпровська набережна,комфорт,2023,3213675,69,2,120,2999,Дарницький р-н
ЖК Great,,Дніпровська набережна,комфорт,2023,3366000,72,2,120,2999,Дарницький р-н
ЖК Great,,Дніпровська набережна,комфорт,2023,3459500,74,2,120,2999,Дарницький р-н
ЖК Respublika,КАН Девелопмент,"Кільцева дорога, 1",комфорт,2023.6666666666667,2203200,32,1,156,2317,Голосіївський р-н
ЖК Respublika,КАН Девелопмент,"Кільцева дорога, 1",комфорт,2023.6666666666667,,36,1,156,2317,Голосіївський р-н
ЖК Respublika,КАН Девелопмент,"Кільцева дорога, 1",комфорт,2023.6666666666667,2547450,37,1,156,2317,Голосіївський р-н
ЖК Respublika,КАН Девелопмент,"Кільцева дорога, 1",комфорт,2023.6666666666667,2471400,36,1,156,2317,Голосіївський р-н
ЖК Respublika,КАН Девелопмент,"Кільцева дорога, 1",комфорт,2023.6666666666667,,39,1,156,2317,Голосіївський р-н
ЖК Respublika,КАН Девелопмент,"Кільцева дорога, 1",комфорт,2023.6666666666667,,37,1,156,2317,Голосіївський р-н
ЖК Respublika,КАН Девелопмент,"Кільцева дорога, 1",комфорт,2023.6666666666667,,38,1,156,2317,Голосіївський р-н
ЖК Respublika,КАН Девелопмент,"Кільцева дорога, 1",комфорт,2023.6666666666667,2540050,37,1,156,2317,Голосіївський р-н
ЖК Respublika,КАН Девелопмент,"Кільцева дорога, 1",комфорт,2023.6666666666667,,40,1,156,2317,Голосіївський р-н
ЖК Respublika,КАН Девелопмент,"Кільцева дорога, 1",комфорт,2023.6666666666667,2540050,37,1,156,2317,Голосіївський р-н
ЖК Файна Таун,КАН Девелопмент,"вул. Салютна, 2б",комфорт,2024,,25,1,125,4634,Шевченківський р-н
ЖК Файна Таун,КАН Девелопмент,"вул. Салютна, 2б",комфорт,2024,2983000,40,1,125,4634,Шевченківський р-н
ЖК Файна Таун,КАН Девелопмент,"вул. Салютна, 2б",комфорт,2024,,41,1,125,4634,Шевченківський р-н
ЖК Файна Таун,КАН Девелопмент,"вул. Салютна, 2б",комфорт,2024,,42,1,125,4634,Шевченківський р-н
ЖК Файна Таун,КАН Девелопмент,"вул. Салютна, 2б",комфорт,2024,3206725,43,1,125,4634,Шевченківський р-н
ЖК Файна Таун,КАН Девелопмент,"вул. Салютна, 2б",комфорт,2024,3206725,43,1,125,4634,Шевченківський р-н
